BTBD10
C17orf59
C18orf8
C1GALT1
C1QC
C1QTNF1
C1orf220
C1orf228
C1orf27
C1orf35
C20orf27
C3AR1
C5orf15
C6orf203
C7
C8orf33
C9orf69
C9orf91
CA12
CABIN1
CABLES1
CACFD1
CACNA2D3
CACNB3
CACYBP
CADPS
CAMLG
CAMSAP2
CAPN10
CAPRIN1
CAPZA1
CASC5
CASK
CASP7
CBX5
CBY1
CC2D1A
CCDC102A
CCDC104
CCDC11
CCDC125
CCDC14
CCDC144A
CCDC167
CCDC22
CCDC61
CCDC94
CCL18
CCNY
CCT6P3
CD163
CD248
CD3D
CD83
CDC14A
CDC42EP3
CDC42SE2
CDC73
CDCA7
CDH24
CDH5
CDK1
CDK16
CDKN2AIP
CELF6
CELSR2
CENPB
CEP135
CEP192
CEP97
CHAF1B
CHCHD2
CHCHD7
CHD1L
CHD2
CHD8
CHERP
CHIC1
CHMP4B
CHMP6
CHORDC1
CITED2
CIZ1
CKMT1A
CLCN3
CLDN3
CLEC1A
CLINT1
CLK2
CLK3
CMPK2
CNOT10
CNTN3
COL12A1
COL21A1
COL4A1
COL4A3BP
COL8A2
COMT
COPB2
COPG1
COPZ1
COX5A
CPEB2
CPPED1
CPSF2
CPT1C
CPXM2
CR1L
CRAMP1L
CREBL2
CRHR1-IT1
CRKL
CROCC
CRTC3
CRYL1
CRYZ
CSE1L
CSF1R
CSNK1E
CSNK2B
CSRNP1
CSRP2
CTAGE11P
CTBP2
CTNNBIP1
CTSK
CTTNBP2NL
CUTA
CXCL10
CXCL11
CXCL12
CXCL8
CXCR3
CXorf56
CXorf57
CYB5B
CYBA
CYC1
CYP27A1
CYTH3
CYTIP
DAAM1
DAB2
DARS
DARS2
DBI
DBN1
DBT
DCAF13P3
DCK
DCUN1D1
DDAH2
DDHD1
DDR2
DDX18
DDX31
DDX3X
DDX42
DDX47
DDX5
DDX58
DENND2A
DENND2C
DENND4A
DEPDC5
DFFA
DGAT1
DGKI
DHRS7
DHRS9
DHX34
DHX37
DHX38
DIABLO
DIDO1
DNAH2
DNAJA3
DNAJC1
DNAJC10
DNPEP
DOCK2
DOK2
DPH6
DPYSL4
DSEL
DSP
DST
DTNB
DUSP1
DUSP11
DUSP2
DUSP7
DVL3
DYNC1H1
DYNC1LI2
EBF4
ECE1
EEA1
EFR3B
EGFR
EID2B
EIF2A
EIF2B2
EIF2D
EIF4E
EIF6
ELF4
ELP6
ELTD1
ENGASE
ENPEP
ENPP1
ENY2
EP400
EPB41L2
EPB41L5
EPHA2
EPHA3
EPM2A
EPM2AIP1
EPS15
ERAL1
ERCC6L2
ERO1L
ERVMER34-1
EWSR1
EXO5
EXOC5
EXOG
FADD
FAF2
FAHD2A
FAM102B
FAM109A
FAM111A
FAM114A2
FAM120B
FAM122A
FAM124B
FAM149A
FAM168A
FAM175A
FAM182A
FAM206A
FAM210A
FAM218A
FAM27E3
FAM32A
FAM3C
FAM43A
FAM49B
FAM72B
FAM86C2P
FAM98B
FAP
FAR2P2
FARSB
FASLG
FASTKD5
FBLIM1
FBXL7
FBXO22
FBXO28
FBXO32
FBXO34
FBXO6
FBXO8
FBXW9
FCGR3B
FGF12
FGFR3
FIBIN
FIGNL1
FIP1L1
FJX1
FKBP1A
FKBP1A-SDCBP2
FLI1
FLJ23867
FLYWCH1
FMNL3
FMO4
FOLH1
FOXL1
FOXN2
FOXO4
FOXP2
FOXS1
FPR1
FRK
FRMD4B
FTH1
FTO
FTSJ2
FUT4
FXYD3
G0S2
GAA
GABARAPL1
GABRP
GALNT2
GALNT5
GATA2
GATA6
GATSL3
GBAS
GCLC
GCN1L1
GCNT1
GEMIN4
GGH
GID4
GIMAP6
GINS1
GIT1
GIT2
GK5
GLI2
GLIPR1L2
GLIPR2
GLO1
GNL3
GPATCH4
GPC2
GPC3
GPC6
GPKOW
GPR107
GPR125
GPR137C
GPR35
GPR56
GPX1
GSAP
GSS
GTF2A1L
GTF2H2B
GTF2H4
GTF2H5
GTF3C6
GTSE1
GUCY1A3
GUCY1B3
GUF1
H19
HADHA
HARS
HAUS8
HAX1
HCCS
HCK
HDAC6
HDHD2
HECTD1
HENMT1
HEPH
HERC2P3
HEY1
HEY2
HHAT
HIAT1
HILPDA
HIST1H4H
HKR1
HLA-DRA
HMBS
HMGB2
HMGCR
HMGCS1
HMGN2
HMMR
HN1
HNMT
HNRNPH3
HNRNPL
HNRNPLL
HOOK2
HPS4
HSBP1
HSD17B14
HSP90AB1
HSPD1
HTT
ICAM1
ICAM2
ICK
ID4
IDE
IER3IP1
IGF1R
IGFBP2
IGFBP7
IL18RAP
IL1RN
IMMP2L
INO80C
INPP1
INPP5B
INPP5E
IPW
IQCB1
IRF2
IRF2BP2
IRF2BPL
IRF8
IRF9
IRX5
ISLR
ISOC2
ISPD
ISY1
ISY1-RAB43
ITFG3
ITGA1
ITGA10
ITGA11
ITGAX
ITGB3
IVNS1ABP
JHDM1D-AS1
JTB
JUP
KATNBL1P6
KAZN
KBTBD6
KCMF1
KCNA3
KCNC4
KCNIP3
KCNJ12
KCNJ18
KCNT2
KCTD18
KCTD9
KDM3B
KIAA0247
KIAA0922
KIAA1377
KIAA1456
KIAA1468
KIAA1549
KIF26A
KIF4B
KIF5C
KLF16
KLF4
KLF5
KLHDC10
KLHDC8B
KLHL6
KLHL7
KPNA5
KSR1
KYNU
LAMB2P1
LAMC2
LARP7
LASP1
LAX1
LCA5
LDLRAD3
LEPREL1
LGR4
LHPP
LHX6
LIG1
LIG3
LILRA2
LIMK1
LIN54
LINC00341
LINC00674
LINC00888
LINC00938
LINC00963
LINC01000
LINC01002
LINC01004
LINC01140
LINC01278
LINC01279
LINC01311
LIPG
LMAN1
LMAN2L
LMLN
LOC100270804
LOC100507472
LOC100652758
LOC101927667
LOC102724827
LOC146880
LOC254896
LOC400927
LOC493754
LOC554206
LOC642423
LOC729737
LOC93622
LPCAT1
LPIN2
LRFN3
LRG1
LRIF1
LRP1
LRP3
LRP6
LRRC25
LRRC32
LRRC59
LRRFIP2
LSAMP
LSM4
LYNX1
LYPD5
LYST
LYZ
LZTFL1
MAGI1
MAGOH
MAMLD1
MAN1A1
MANBA
MAP1A
MAP2K4P1
MAP7D2
MAPK10
MAPK12
MAPK8
MARCH3
MAST2
MBP
MBTPS2
MDFI
MDFIC
MDGA1
MED13
MED14
MEDAG
MELK
METAP1D
METTL13
METTL15
METTL7A
METTL8
MFSD9
MGAT3
MGC27345
MGC72080
MIAT
MICAL2
MICALL2
MIDN
MIR1287
MIR1307
MIR3064
MIR3198-2
MIR4680
MIR4687
MIR4761
MIR5047
MIR675
MIR6848
MIR7705
MITD1
MKRN9P
MKS1
MMD
MMP15
MN1
MOB2
MOCS2
MOGS
MPDZ
MPG
MPP7
MPRIP
MPST
MRC2
MRE11A
MREG
MRPL1
MRPL28
MRPL30
MRPL42
MRPL45
MRPS17
MRPS34
MSL1
MT1M
MTA3
MTCL1
MTMR11
MTRF1
MTRF1L
MURC
MXD1
MYEF2
MYO15A
N4BP3
NAAA
NAGA
NAGK
NAIF1
NAPG
NAV2
NAV3
NBN
NCAPG2
NCF1C
NCKAP5
NCOR2
NCR3LG1
NDUFA4
NDUFA7
NDUFB4
NDUFC1
NDUFS1
NDUFS3
NECAP1
NEDD1
NGLY1
NGRN
NINL
NIPSNAP3A
NKAIN1
NKAPP1
NKPD1
NKX3-1
NLK
NMRAL1
NOL4L
NOMO2
NOX4
NPAT
NPIPA1
NPIPA8
NPL
NPRL2
NR2F1
NRP2
NSMF
NUAK2
NUCB2
NUDCD2
NUDT15
NUDT19
NUMB
NUP155
NUP205
NUP54
NUTM2B
NXT1
NYNRIN
OAS2
OAS3
OAT
OGFRL1
OLFML1
OMD
OPRL1
ORC5
ORMDL1
OSBPL2
OSGIN1
OSMR
OST4
OTOA
OTUD5
OTUD6B-AS1
OTUD7B
OXNAD1
OXR1
P2RY14
P2RY2
PABPC1
PABPC3
PALM3
PAN3
PANK4
PAPD4
PAPSS1
PARM1
PARP11
PARP3
PARVG
PAXIP1
PBK
PCDHB11
PCDHB5
PCGF3
PCSK6
PCYOX1L
PDCD10
PDCD1LG2
PDCD4
PDE1C
PDE4B
PDGFD
PDXDC1
PDZD2
PEAR1
PECAM1
PEF1
PELO
PER1
PEX26
PFKFB4
PGBD1
PGBD5
PGM3
PGRMC2
PHF13
PHF2
PHF20L1
PHKA1
PHKA2
PHLPP2
PI4K2B
PI4KAP2
PIF1
PIGZ
PIK3C2B
PIK3R4
PILRB
PIM3
PIPSL
PITHD1
PITPNB
PKNOX1
PLA1A
PLA2G4A
PLCB1
PLEKHA7
PLEKHH3
PLEKHM1P
PLIN3
PLK1
PMM1
PMPCA
PNPLA6
POLD3
POLE4
POLL
POLR2B
POLR2G
POM121C
POTEE
POTEM
PPAP2C
PPFIBP2
PPIL4
PPM1L
PPP1R37
PPP1R8
PPP2R1B
PPP4R1
PPP4R1L
PPP6C
PPT1
PPWD1
PRDM4
PREX1
PRICKLE1
PRICKLE2
PRICKLE4
PRKAR2B
PRKD1
PRMT1
PRMT6
PROM2
PRPF6
PRR15L
PRRG4
PRRX1
PSMB2
PSMD12
PSMD14
PSRC1
PTCD3
PTGES
PTGES2
PTK2
PTK7
PTMS
PTPLB
PTPN1
PTPN14
PTPN2
PTPN9
PTPRO
PTPRS
PTS
PTTG2
PUS3
PVR
PVRIG2P
PWP1
PYCR2
PYGM
PYROXD2
QSOX1
QTRTD1
RAB11A
RAB12
RAB22A
RAB27B
RAB36
RAB42
RAB43
RAB5B
RAB9B
RAF1
RALGAPA2
RANBP10
RANBP3L
RANBP6
RANBP9
RASAL2
RASGEF1A
RASGRF1
RASIP1
RASSF8
RBM23
RBM34
RBM7
RBMX
RBMX2
RCL1
RCOR1
RDH13
REL
RENBP
RFC2
RGPD3
RHOT1
RILP
RIMKLB
RIMS3
RIPK3
RNF126
RNF138
RNF141
RNF152
RNF168
RNF185
RNF26
RNF4
RNF5P1
RNPEP
ROBO3
ROBO4
RPA2
RPL10A
RPL14
RPL23
RPL32
RPL36AL
RPL38
RPS16
RPS19
RPS23
RPS26
RPS6KB2
RPSAP9
RPTOR
RPUSD2
RRAS
RREB1
RRM1
RSAD1
RSPH4A
RTF1
RTKN
RUNX1T1
RYR1
S100A4
SAC3D1
SAFB2
SAMD1
SAMD4A
SAMHD1
SAP130
SATB2
SAV1
SBF2
SC5D
SCAMP4
SCFD1
SDC2
SDC3
SDCBP2
SDCCAG3
SDF2L1
SDHA
SEC14L1
SEC14L1P1
SEC24D
SEC63
SEL1L
SELL
SELP
SEMA3G
SEMA4A
SEMA4B
SEMA5A
SEPHS2
SEPN1
SEPT8
SEPT9
SERAC1
SERPINA1
SERPINA3
SERPING1
SERPINH1
SETD2
SFRP2
SGK1
SGMS1
SGTA
SH3BGRL2
SH3GLB1
SHC2
SIGLEC14
SKA1
SKIL
SKIV2L2
SLC16A1
SLC16A10
SLC16A6
SLC20A1
SLC22A5
SLC25A23
SLC25A43
SLC25A46
SLC30A1
SLC30A5
SLC30A9
SLC33A1
SLC35A1
SLC35C2
SLC35F2
SLC35F6
SLC36A4
SLC37A1
SLC39A14
SLC40A1
SLC41A3
SLC47A1
SLC4A2
SLC7A6
SLFN12
SLFN13
SLFN5
SLPI
SLX4
SMAP2
SMARCAL1
SMARCD1
SMC3
SMEK2
SMG1
SMG5
SMIM11
SMIM12
SMIM14
SMIM17
SMIM7
SMPDL3A
SMU1
SNAP23
SNAPC1
SNHG20
SNORA7A
SNRNP200
SNRNP40
SNRPA1
SNTB2
SOCS1
SOD1
SOD2
SOGA1
SOS1
SP4
SPARC
SPAST
SPATA2
SPG20
SPIN2A
SPIRE1
SPIRE2
SPPL2B
SPSB1
SPTA1
SQLE
SQSTM1
SRBD1
SRC
SRGAP2D
SRP14
SRPK1
SRPK2
SRPR
SRRM2
SRRM3
SRSF5
SRXN1
ST6GAL2
STAC3
STAG3L2
STAG3L5P
STAG3L5P-PVRIG2P-PILRB
STARD7
STIM1
STIP1
STK11IP
STK17B
STK24
STK3
STK32B
STON1
STON1-GTF2A1L
STRAP
STX8
STXBP2
SUGP2
SULF1
SULF2
SUPT5H
SURF6
SUSD3
SUV39H1
SV2A
SYBU
SYNCRIP
SYNE4
SYNJ1
SYT17
TACC2
TACO1
TACR2
TADA2B
TAF2
TAOK3
TARSL2
TBC1D7
TBCC
TBCEL
TBX2
TBX21
TCEA1
TCEA2
TCP11L2
TDRD7
TEAD4
TENM3
TF
TFB1M
TFE3
TFEC
THAP6
THAP7
THBS2
TIA1
TIMM8A
TLDC1
TLL1
TLR1
TM7SF2
TMC6
TMED10
TMEM106B
TMEM107
TMEM119
TMEM128
TMEM14A
TMEM163
TMEM167A
TMEM168
TMEM176B
TMEM2
TMEM219
TMEM251
TMEM255A
TMEM62
TMEM64
TMEM68
TMEM86A
TNFAIP6
TNFRSF10C
TNFRSF10D
TNFSF10
TNFSF8
TNIK
TNIP2
TNPO2
TOB2
TOMM40
TOMM5
TOMM6
TOMM7
TOP1
TOPBP1
TOR3A
TOR4A
TOX2
TPD52L2
TPK1
TPP2
TPRA1
TPRG1
TRAK1
TREM2
TRIB1
TRIM14
TRIM29
TRIM69
TRIO
TRMT11
TRPV2
TRUB1
TSC22D1
TSHZ3
TSPAN12
TSPAN5
TSPAN6
TSPY26P
TSR3
TTC1
TTC39B
TTI1
TUBA1B
TUBB2A
TUBBP5
TXK
TXNDC15
TXNIP
TYRO3
TYW3
TYW5
U2AF1
U2SURP
UBA3
UBA6
UBALD2
UBE2D1
UBE2D3
UBE2L3
UBE2M
UBFD1
UBOX5
UBR4
UBR5
UBXN1
UGDH
ULK2
UMPS
UNC45A
UQCC1
UROD
USMG5
USP1
USP12
USP22
USP32
USP39
USP46
USP5
UTP20
UTP3
UVSSA
UXT
VAT1
VCAN
VOPP1
VPS13D
VPS37C
VPS51
VSTM4
WAC
WASF1
WASF2
WASH7P
WBP11P1
WDFY3
WDR43
WDR75
WDR81
WIZ
WLS
WNK1
WWP1
XPO7
YBX3
YEATS2
YIPF1
YIPF4
YWHAEP1
YWHAQ
YWHAZ
ZBED6CL
ZBTB21
ZBTB49
ZBTB5
ZC3H18
ZC3H6
ZDHHC17
ZEB2
ZFAND2B
ZFAND3
ZFP36L2
ZFP64
ZFPL1
ZFR
ZFX
ZFYVE27
ZGPAT
ZKSCAN1
ZMAT3
ZNF141
ZNF184
ZNF197
ZNF213
ZNF230
ZNF234
ZNF239
ZNF252P
ZNF257
ZNF264
ZNF300P1
ZNF302
ZNF318
ZNF329
ZNF350
ZNF354A
ZNF362
ZNF37A
ZNF37BP
ZNF396
ZNF442
ZNF443
ZNF444
ZNF473
ZNF493
ZNF496
ZNF525
ZNF527
ZNF568
ZNF569
ZNF577
ZNF587B
ZNF589
ZNF605
ZNF618
ZNF619
ZNF626
ZNF655
