FGF4
USP33
RNA5SP21
MEX3A
LMNA
PVRL4
KLHDC9
PFDN2
NIT1
RNA5SP61
MIR556
C1orf111
DDR2
BLZF1
CCDC181
SLC19A2
F5
SELP
SELL
PKP1
TNNT2
LAD1
TNNI1
PHLDA3
CSRP1
RPS10P7
NAV1
MIR5191
MIR1231
IPO9
SHISA4
IKBKE
C1orf147
RASSF5
EIF2D
CR1
GALNT2
PGBD5
COG2
AGT
RN7SL467P
LYST
SDCCAG8
SMYD3
AHCTF1
CNST
SCCPDH
SNORA25|ENSG00000252011.1
SNORD112|ENSG00000252495.1
TFB2M
RSAD2
LAPTM4A
RN7SL140P
SDC1
DNMT3A
MIR1301
SNORA36|ENSG00000206731.1
SUPT7L
SLC4A1AP
RBKS
SULT6B1
NRXN1
MIR4431
SCARNA16|ENSG00000251942.1
OTX1
DBIL5P2
WDPCP
MDH1
RPS4XP5
UGP2
ACA59|ENSG00000251775.1
VPS54
SEMA4F
HK2
POLE4
MIR5000
MIR4264
LRRTM1
RN7SL210P
RN7SL548P
IL1R1
IL1RL2
IL18R1
IL1RL1
SULT1C4
RANBP2
PAX8
EPC2
WDSUB1
GRB14
COBLL1
SNORA70F
B3GALT1
STK39
RN7SL95P
RN7SL813P
CERS6
MIR4774
SP3
KIAA1715
EVX2
HOXD13
HOXD12
HOXD10
HOXD11
HOXD9
HOXD8
MIR10B
STAT4
MYO1B
NABP1
SDPR
RN7SL694P
CASP8
MPP4
SNORD51|ENSG00000207047.2
KCNE4
RN7SL807P
SCG2
AP1S3
WDFY1
MRPL44
SERPINE2
FAM124B
CUL3
DOCK10
MSL3P1
TRPM8
SPP2
ARL4C
CHL1
CNTN6
RN7SKP144
RN7SL120P
XIRP1
CX3CR1
CCR8
SLC25A38
RPSA
SNORA62|ENSG00000202363.1
SNORA6
MOBP
EIF1B
ENTPD3
RPL14
ZNF619
ZNF620
ZNF621
ABHD5
TOPAZ1
SETD2
IMPDH2
QRICH1
RN7SL182P
QARS
USP19
LAMB2
CCDC71
C3orf84
KLHDC8B
APEH
snoZ40
RN7SKP284
VGLL3
MIR4795
SNX4
OSBPL11
COL6A5
COL6A6
PIK3R4
RN7SKP212
ATP2C1
ASTE1
GNB4
ACTL6A
MRPL47
NDUFB5
snoU13|ENSG00000239096.1
USP13
PEX5L
RNA5SP149
U8|ENSG00000201810.1
CCDC39
TTC14
RN7SL229P
VPS8
ATP13A3
EVC2
EVC
CRMP1
MIR378D1
C4orf50
JAKMIP1
WFS1
PPP2R2C
SLC2A9
DRD5
RNA5SP154
MIR3138
WDR1
RNA5SP155
ZNF518B
CLNK
MIR572
TAPT1
ZEB2P1
LGI2
SMIM14
UBE2K
RN7SL558P
PDS5A
RNA5SP159
N4BP2
SNORA51|ENSG00000201863.1
GABRB1
snoU13|ENSG00000238301.1
COMMD8
ATP10D
CORIN
RN7SKP215
NFXL1
KIAA1211
AASDH
RNA5SP162
PPAT
PAICS
SRP72
ARL9
THEGL
HOPX
TMPRSS11B
MTHFD2L
AREG
AREGB
AADAT
GALNTL6
HSP90AA6P
RNU6ATAC13P
RN7SL253P
GALNT7
MIR548T
HMGB2
SAP30
SCRG1
HAND2
FBXO8
CEP44
MIR4276
RN7SL28P
IRF2
SNORD79
CASP3
CCDC111
MLF1IP
CDH6
C5orf22
snoU13|ENSG00000238864.1
MIR4279
AMACR
C1QTNF3
RAI14
SLC45A2
C6
AFF4
ZCCHC10
HSPA4
FSTL4
snoU13|ENSG00000238796.1
C5orf15
VDAC1
TCF7
FAM13B
RNA5SP196
SPINK6
SPINK13
SPINK7
SPINK9
FBXO38
HTR4
ADRB2
SH3TC2
MIR584
RN7SKP145
ABLIM3
AFAP1L1
GRPEL2
GRIA1
RN7SL177P
FAM114A2
FAM153A
TBC1D7
GFOD1
RN7SKP204
SIRT5
NOL7
RANBP9
MCUR1
RNF182
CD83
JARID2
RN7SL332P
HIST1H4C
HIST1H1T
HIST1H2BC
HIST1H2AC
HIST1H1E
HIST1H2BD
HIST1H2BE
HIST1H4D
HIST1H2AD
HIST1H2BF
HIST1H3D
HIST1H4E
HIST1H2BG
HIST1H2AE
HIST1H3E
HIST1H1D
HIST1H4F
HIST1H2BH
HIST1H3F
HIST1H4G
HIST1H2BI
HIST1H3G
HIST1H4H
C6orf100
RN7SL471P
HCG15
HCG16
MAS1L
GABBR1
UBD
HCG9
ETV7
PXT1
DNAH8
GLP1R
USP49
SNORA8|ENSG00000206977.1
MED20
PRPH2
CD109
RNF217
TPD52L1
HDDC2
HEY2
NCOA7
RN7SKP56
HINT3
RNA5SP216
TRMT11
CENPW
MIR588
PRELID1P1
RSPO3
RNF146
LPA
MLLT4
MIR4655
AMPH
RN7SL83P
FAM183B
EPS15P1
POM121L12
RN7SKP218
snoU13|ENSG00000238354.1
CCT6P3
CCT6P1
INTS4L1
INTS4L2
SNORA15|ENSG00000207062.1
SNORA22|ENSG00000206634.1
SNORA22|ENSG00000207344.1
SNORA63|ENSG00000200130.1
SNORA63|ENSG00000252102.1
ZNF92
SNORA15|ENSG00000206785.1
POM121C
ADAM22
STEAP4
C7orf62
DPY19L2P4
SNORA67|ENSG00000207094.1
STEAP1
STEAP2
ZNF804B
MIR591
ZNF655
SRRT
ACHE
UFSP1
RN7SL549P
MUC3A
MUC12
MUC17
KMT2E
SRPK2
PUS7
RINT1
PNPLA8
THAP5
DNAJB9
C7orf66
FLJ00325
IMMP2L
LRRN3
snoU13|ENSG00000238922.1
RNA5SP237
TSPAN12
ING3
CPED1
RNA5SP240
RNA5SP241
WNT16
CADPS2
SND1
LEP
OPN1SW
CCDC136
CPA5
CPA1
CEP41
MEST
MIR335
COPG2
RNA5SP246
SLC13A4
FAM180A
LUZP6
MTPN
snoU13|ENSG00000238488.1
CHRM2
MIR490
PTN
SNORD81|ENSG00000202023.1
CREB3L2
AKR1D1
RN7SKP223
MIR4468
snoU13|ENSG00000239145.1
snoU13|ENSG00000238984.1
SNORA51|ENSG00000201465.1
snoU13|ENSG00000239123.1
SVOPL
GALNTL5
GALNT11
snoU13|ENSG00000239045.1
KMT2C
RN7SKP201
RNA5SP264
ERLIN2
BRF2
GOLGA7
ANK1
AP3M2
BHLHE22
VCPIP1
C8orf44
SGK3
MCMDC2
SNHG6
SNORD87
TCF24
CSPP1
ARFGEF1
RIMS2
snoU13|ENSG00000238687.1
EIF3H
PARP10
GRINA
SPATC1
OPLAH
EXOSC4
GPAA1
CYC1
SHARPIN
MAF1
RN7SL157P
SNAPC3
MIR4289
C9orf47
S1PR3
SHC3
CKS2
MIR3153
SECISBP2
SEMA4D
GADD45G
LINC00476
DKFZP434H0512
RNA5SP289
IKBKAP
MRRF
PTGS1
OR1J1
OR1J2
OR1J4
OR1N1
OR1N2
OR1L8
RABGAP1
GPR21
MIR600HG
STRBP
CRB2
ODF2
RN7SL560P
ZDHHC12
ZER1
snoU13|ENSG00000239055.1
TBC1D13
C9orf114
ENDOG
CCBL1
LRRC8A
PHYHD1
DOLK
NUP188
SH3GLB2
REXO4
ADAMTS13
SNAPC4
SDCCAG3
TMEM141
KIAA1984
ST8SIA6
CACNB2
NSUN6
EBLN1
RN7SKP37
PIP4K2A
ARMC3
LRRC37A6P
ARMC4P1
PTCHD3
RAB18
MKX
ARMC4
RN7SKP132
C10orf53
OGDHL
NCOA4
AGAP6
ASAH2
FAM21A
LINC00843
RMRPP4
RNA5SP317
SGMS1
SNORA74|ENSG00000223111.1
TIMM23
CCDC6
C10orf40
ANK3
CDK1
COL13A1
CDH23
CHST3
SPOCK2
ASCC1
snoU13|ENSG00000238991.1
CH25H
LIPA
IFIT2
IFIT3
IFIT1B
IFIT1
IFIT5
SLC16A12
PPP1R3C
TNKS2
INPP5A
NUP98
PGAP2
OR52E4
OR52E8
OR56A3
MUC15
TRAF6
RAG1
RAPSN
SLC43A3
RNA5SP341
RN7SKP259
MPEG1
OR5AN1
RN7SL42P
RN7SL435P
OR5A2
MS4A12
MS4A13
LINC00301
MS4A8
MS4A18
MS4A15
MS4A10
CCDC86
PTGDR2
ZP1
PRPF19
TMEM109
INTS5
C11orf48
C11orf83
METTL12
SNORA57|ENSG00000206597.1
UBXN1
LRRN4CL
SLC22A10
PPP1CA
TBC1D10C
CARNS1
CABP2
ACY3
ALDH3B2
C11orf72
DOC2GP
FAM86C2P
GSTP1
NDUFV1
NUDT8
RN7SL59P
TBX10
C11orf24
LRP5
ENPP7P8
FAM86C1
ZNF705E
RNF121
ARAP1
STARD10
MIR4692
ATG16L2
AAMDC
ALG8
FZD4
TMEM135
FAT3
MTNR1B
TMEM25
TTC36
IFT46
ARCN1
PHLDB1
TREH
RNA5SP352
CACNA2D4
APOBEC1
CLEC4E
SCARNA11|ENSG00000252727.1
GPRC5A
GPRC5D
GSG1
HEBP1
HTR7P1
KIAA1467
MIR614
SNORD88
SLCO1C1
ITPR2
RNA5SP360
GXYLT1
YAF2
PPHLN1
RN7SL10P
ZCRB1
SNORA74|ENSG00000252917.1
PRICKLE1
ADAMTS20
DBX2
PLEKHA8P1
RNA5SP361
ANO6
SENP1
LETMD1
CSRNP2
GALNT6
KRT81
KRT82
KRT83
KRT84
KRT85
PMEL
CDK2
RAB5B
SUOX
IKZF4
RPS26
LRIG3
CAND1
SNORA17|ENSG00000212461.1
THAP2
TMEM19
RAB21
TBC1D15
TPH2
UNG
ACACB
RFC5
WSB2
VSIG10
SETD1B
MPHOSPH9
EP400
EP400NL
DDX51
GALNT9
NOC4L
MUC8
FBRSL1
ANKLE2
CHFR
GOLGA3
LRCOL1
P2RX2
PGAM5
POLE
PXMP2
RNA5SP379
RNU4ATAC12P
ZNF10
ZNF140
ZNF268
ZNF26
ZNF605
ZNF84
ZNF891
ANHX
TPTE2P1
LSP1|ENSG00000269099.1
PABPC3
AMER2
MTMR6
NUPL1
ATP8A2
RN7SL289P
SLC7A1
UBL3
PDS5B
UFM1
FREM2
LINC00366
RNY3P10
CLN5
MYO16
EDDM3A
EDDM3B
RNASE6
RNASE1
RN7SL189P
RNASE2
RNASE3
ABHD4
DAD1
OR10G2
OR4E2
OR6J1
OXA1L
SLC7A7
SNORD41|ENSG00000212302.1
TRAC
TRAJ10
TRAJ11
TRAJ12
TRAJ13
TRAJ14
TRAJ16
TRAJ17
TRAJ18
TRAJ19
TRAJ1
TRAJ20
TRAJ21
TRAJ22
TRAJ23
TRAJ24
TRAJ25
TRAJ26
TRAJ27
TRAJ28
TRAJ29
TRAJ2
TRAJ30
TRAJ31
TRAJ32
TRAJ33
TRAJ34
TRAJ35
TRAJ36
TRAJ37
TRAJ38
TRAJ39
TRAJ3
TRAJ40
TRAJ41
TRAJ42
TRAJ43
TRAJ44
TRAJ45
TRAJ46
TRAJ47
TRAJ48
TRAJ49
TRAJ4
TRAJ50
TRAJ52
TRAJ53
TRAJ54
TRAJ56
TRAJ57
TRAJ58
TRAJ59
TRAJ5
TRAJ61
TRAJ6
TRAJ7
TRAJ8
TRAJ9
TRAV10
TRAV14DV4
TRAV16
TRAV17
TRAV18
TRAV19
TRAV20
TRAV21
TRAV22
TRAV23DV6
TRAV24
TRAV25
TRAV27
TRAV29DV5
TRAV2
TRAV30
TRAV34
TRAV35
TRAV36DV7
TRAV39
TRAV3
TRAV40
TRAV41
TRAV4
TRAV5
TRAV6
TRAV7
TRDC
TRDD1
TRDD2
TRDD3
TRDJ1
TRDJ2
TRDJ3
TRDJ4
TRDV1
TRDV2
TRDV3
ACIN1
C14orf119
CEBPE
LINC00596
RN7SKP205
KHNYN
CMA1
CTSG
SDR39U1
GZMB
BNIP3P1
FOXG1
LINC00645
MIR4307
snoU13|ENSG00000238718.1
PNN
MIA2
RPS29
LRR1
DNAAF2
MGAT2
RPL36AL
POLE2
RNU6ATAC30P
KLHDC1
TMX1
SNORA70|ENSG00000201376.1
PCNXL4
PCNX
PSEN1
FAM161B
COQ6
ENTPD5
CCDC176
ALDH6A1
LIN52
RN7SL530P
VSX2
ABCD4
VRTN
SYNDIG1L
MIR4709
NPC2
GOLGA5
CHGA
ITPK1
LPCAT4
GOLGA8A
GOLGA8B
SNORA18|ENSG00000252425.1
GJD2
ACTC1
PLCB2
LINC00984
RNA5SP392
FRMD5
CASC4
RNA5SP395
snoU13|ENSG00000239035.1
CGNL1
LINC00926
PLEKHO2
ANKDD1A
RN7SL348P
C15orf39
GOLGA6C
WDR61
CRABP1
RASGRF1
KLHL25
MIR1276
MIR548AP
RNA5SP400
AGBL1
SNORD74|ENSG00000200206.1
IGF1R
PGPEP1L
SYNM
METRN
FAM173A
GNPTG
UNKL
C16orf91
CCDC154
CLCN7
IFT140
PTX4
TELO2
TMEM204
TRAP1
ALG1
LITAF
RN7SL522P
snoU13|ENSG00000272310.1
SNN
TMEM159
ZP2
C16orf98
PYDC1
TRIM72
ITGAM
ITGAX
FTO
IRX3
CRNDE
IRX5
RN7SL841P
IRX6
CIAPIN1
COQ9
POLR2C
SETD6
DDX19A
FTSJD1
SERPINF1
SMYD4
RPA1
CLUH
MIR1253
RN7SL605P
RAP1GAP2
OR1D2
OR1D5
OR1G1
OR1A2
OR1A1
GGT6
SMTNL2
ALOX15
PELP1
ARRB2
MED11
USP6
DVL2
MIR324
PHF23
CTDNEP1
GABARAP
ELP5
CLDN7
RN7SL129P
NTN1
STX8
WDR16
USP43
DHRS7C
SNORA74|ENSG00000252305.1
CCDC144A
KRT16P2
KRT17P1
TBC1D27
TNFRSF13B
USP32P1
TEFM
ADAP2
RN7SL138P
RNF135
MIR4733
NF1
RAB11FIP4
MIR193A
MIR4724
RNU6ATAC7P
AP2B1
RASL10B
CSF3
IGFBP4
KRT24
KRT223P
KRT25
KRT33A
TTC25
CNP
DNAJC7
NKIRAS2
ZNF385C
DHX58
SP6
TAC4
DLX4
MPO
BZRAP1
MIR142
MIR4736
BCAS3
C17orf72
PRPSAP1
SPHK1
UBE2O
RNF213
MIR4730
METTL4
CBX3P2
NDC80
SMCHD1
snoU109|ENSG00000238575.1
snoU13|ENSG00000238425.1
EMILIN2
GAREM
RNA5SP453
MEP1B
DCC
MBD2
SNORA37
POLI
STARD6
C18orf54
DYNAP
SERPINB11
SERPINB7
SERPINB2
SOCS6
CBLN2
GTSCR1
MIR548AV
NETO1
RN7SL795P
RNA5SP460
RETN
C19orf59
TRAPPC5
TRMT1
NACC1
STX10
IER2
SLC35E1
MED26
SMIM7
COLGALT1
CCDC124
UQCRFS1
SLC7A10
CEBPA
CEBPG
ZNF569
TIMM50
DLL3
ERF
CEACAM1
PHLDB3
ETHE1
BCL3
CBLC
SNORA70|ENSG00000253027.1
TPRX1
CRX
TPRX2P
SULT2A1
BSPH1
ELSPBP1
CABP5
FPR1
FPR2
FPR3
HCCAT3
ZNF350
ZNF432
ZNF577
ZNF613
ZNF614
ZNF615
ZNF616
ZNF649
ZNF841
snoU13|ENSG00000238630.1
LAIR1
TTYH1
EPS8L1
PPP1R12C
TNNT1
CDS2
snoR26
RN7SL547P
FOXA2
DUSP15
FOXS1
SRC
BLCAP
NNAT
LINC00489
CTNNBL1
VSTM2L
RN7SKP185
TTI1
RPRD1B
RN7SL237P
ADIG
MYBL2
GTSF1L
TOX2
RN7SL443P
JPH2
OSER1
GDAP1L1
FITM2
R3HDML
HNF4A
MIR3646
C20orf62
TTPAL
SERINC3
OSBPL2
KCNQ2
EEF1A2
PPDPF
PTK6
SRMS
C20orf195
HELZ2
ABHD16B
ARFRP1
C20ORF135
C20orf201
DNAJC5
GMEB2
LIME1
LINC00176
MIR1914
MIR647
MYT1
NPBWR2
OPRL1
PCMTD2
PRPF6
RGS19
RTEL1
SAMD10
SLC2A4RG
SOX18
STMN3
TCEA2
TNFRSF6B
TPD52L2
UCKL1
ZBTB46
ZGPAT
ZNF512B
SNORD74|ENSG00000201025.1
MIR155HG
MRPL39
LINC00113
LINC00314
LINC00161
N6AMT1
LTN1
RWDD2B
USP16
CCT8
MAP3K7CL
U3|ENSG00000212479.1
LINC00189
BACH1
snoU13|ENSG00000239171.1
PPM1F
BCR
C22orf43
CES5AP1
GGTLC2
GNAZ
GUSBP11
IGLC1
IGLC2
IGLC3
IGLC7
IGLJ1
IGLJ2
IGLJ3
IGLJ4
IGLJ5
IGLJ6
IGLJ7
IGLL1
IGLL5
MIR650
POM121L1P
PRAMEF24P
PRAME
RAB36
RGL4
RN7SL263P
RTDR1
TOP3B
VPREB1
ZDHHC8P1
ZNF280A
ZNF280B
snoU13|ENSG00000239066.1
RN7SL268P
MIF
SUSD2
CRYBB2
ADRBK2
CRYBB2P1
LRP5L
RNA5SP494
MYO18B
RN7SKP169
SEZ6L
RNA5SP495
ASPHD2
TXN2
FOXRED2
EIF3D
CACNG2
IFT27
PVALB
SNORD43|ENSG00000263764.1
SNORD83A
SNORD83B
SYNGR1
TAB1
PHF21B
FAM19A5
DDX11L1
FAM138A
ACAP3
ACTRT2
AGRN
ANKRD65
ATAD3A
ATAD3B
ATAD3C
AURKAIP1
B3GALT6
C1orf159
C1orf170
C1orf222
C1orf233
C1orf86
CALML6
CCNL2
CDK11A
CDK11B
CPSF3L
DVL1
FAM132A
FAM213B
FAM41C
FAM87B
GABRD
GLTPD1
GNB1
HES4
HES5
ISG15
KLHL17
LINC00115
LINC00982
MIB2
MIR200A
MIR200B
MIR429
MMEL1
MMP23B
MORN1
MRPL20
MXRA8
NADK
NOC2L
OR4F16
OR4F29
OR4F5
PANK4
PEX10
PLCH2
PLEKHN1
PRKCZ
PUSL1
RER1
RN7SL657P
RNF223
SAMD11
SCNN1D
SDF4
SKI
SLC35E2B
SLC35E2
SSU72
TAS1R3
TMEM240
TMEM52
TMEM88B
TNFRSF14
TNFRSF18
TNFRSF4
TTC34
TTLL10
UBE2J2
VWA1
ARHGEF16
MEGF6
CEP104
KIF1B
SNORA59A
DHRS3
RNU6ATAC18P
PRDM2
SPEN
snoU13|ENSG00000238818.1
ARHGEF10L
PAX7
TAS1R2
ALDH4A1
MIR4695
MIR1290
IFFO2
RN7SL85P
MUL1
LACTBL1
C1orf234
KDM1A
MIR3115
MIR4419A
GALE
NCMAP
HMGN2
RPS6KA1
MIR1976
RN7SL679P
snoU13|ENSG00000238316.1
ARID1A
RN7SL501P
WDTC1
CD164L2
GPR3
WASF2
AHDC1
FGR
IFI6
FAM76A
STX12
PPP1R8
SCARNA1
THEMIS2
SESN2
MED18
PHACTR4
TMEM200B
MECR
LAPTM5
MATN1
MIR4420
ZCCHC17
KHDRBS1
MIR5585
KPNA6
ADC
TRAPPC3
MAP7D1
RN7SL131P
THRAP3
SF3A3
FHL3
UTP11L
POU3F1
MIR3659
AKIRIN1
NDUFS5
MACF1
RNA5SP44
KIAA0754
OXCT2
TRIT1
FOXJ3
RIMKLA
ZMYND12
PPCS
CCDC30
ERMAP
TMEM125
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TSPAN1
POMGNT1
LURAP1
RAD54L
LRRC41
KNCN
MKNK1
MOB3C
ATPAF1
EFCAB14
TEX38
CYP4B1
CYP4Z2P
CYP4A11
CYP4A22
LINC00853
PDZK1IP1
SKINTL
SLC5A9
snoU13|ENSG00000239144.1
ELAVL4
RNF11
snoU13|ENSG00000238618.1
TTC39A
EPS15
BSND
PCSK9
USP24
MYSM1
JUN
FGGY
MIR4711
HOOK1
CYP2J2
C1orf87
NFIA
TM2D1
INADL
RN7SL180P
ITGB3BP
EFCAB7
RN7SL488P
DLEU2L
PGM1
RN7SL130P
UBE2U
CACHD1
MIR4794
RAVER2
JAK1
AK4
MIR3671
DNAJC6
LEPROT
LEPR
WDR78
IL12RB2
SERBP1
RN7SL392P
GADD45A
GNG12
DIRAS3
WLS
MIR1262
RPE65
MIR186
ZRANB2
NEGR1
RN7SKP19
RNA5SP50
RNU4ATAC8P
LRRIQ3
FPGT
TNNI3K
TYW3
LHX8
PTGFR
IFI44L
IFI44
ELTD1
RN7SKP247
LPHN2
ZNF644
HFM1
F3
MIR378G
SLC44A3
CNN3
ALG14
TMEM56
RWDD3
RN7SL831P
RN7SKP270
MIR137HG
SNX7
LPPR5
LPPR4
PALMD
FRRS1
AGL
SLC35A3
HIAT1
SLC25A24
NBPF4
NBPF5P
NBPF6
SLC25A24P1
PSMA5
SYPL2
ATXN7L2
CYB561D1
AMIGO1
GPR61
GNAI3
RNU6V
MIR197
GNAT2
AMPD2
GSTM1
GSTM2
GSTM4
GSTM5
GSTM3
EPS8L3
WNT2B
BCAS2
DENND2C
AMPD1
NRAS
RN7SL432P
VTCN1
MAN1A2
FAM46C
SNORA40|ENSG00000212266.1
SF3B4
OTUD7B
POGZ
PSMB4
SELENBP1
RNY4P25
CGN
SNORA44
TUFT1
MIR554
CELF3
RIIAD1
MRPL9
OAZ3
TDRKH
LINGO4
S100A10
NBPF18P
S100A11
TCHHL1
TCHH
LCE1F
SPRR3
SNORA31|ENSG00000252920.1
SPRR1B
SPRR2D
SPRR2A
PGLYRP4
S100A12
S100A8
S100A9
S100A7A
S100A7L2
S100A7
RN7SL44P
HAX1
AQP10
SNORD59|ENSG00000252682.1
TDRD10
KCNN3
PMVK
PBXIP1
PYGO2
SHC1
CKS1B|ENSG00000173207.8
FLAD1
MIR4258
LENEP
ZBTB7B
DCST2
DCST1
ADAM15
EFNA3
EFNA4
EFNA1
SLC50A1
THBS3
FAM189B
GBAP1
GBA
MTX1
GON4L
KIAA0907
RXFP4
ARHGEF2
BCAN
NES
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PEAR1
LRRC71
FCRL5
OR6K2
OR6K3
OR6K6
OR6N1
OR6N2
MNDA
PYHIN1
IGSF9
SLAMF9
DEDD
ACA64|ENSG00000238934.1
UFC1
PPOX
USP21
B4GALT3
ADAMTS4
NDUFS2
FCER1G
APOA2
MIR5187
TOMM40L
HSD17B7
