HNRNPUL1
CEP78
CEP85
CEP97
CETN3
CFAP97
CFHR1
CFI
CFL2
CGNL1
CGREF1
CHCHD2
CHCHD6
CHD1
CHFR
CHML
CHMP3
CHMP4C
CHMP6
CHST14
CHUK
CHURC1-FNTB
CIAPIN1
CLASP1
CLCN7
CLEC11A
CLIP1
CLU
CLYBL
CMPK1
CNN1
CNP
CNPY2
CNST
COA6
COG1
COL15A1
COL16A1
COL1A1
COL4A2
COL5A1
COMMD9
COPG1
COQ7
CORO7-PAM16
COX11
COX4I1
COX6A1
COX7B
CPM
CPOX
CPS1
CPSF3
CPT2
CRACR2B
CREB5
CRISPLD2
CRYAB
CRYL1
CSE1L
CSK
CTBS
CTNNBL1
CTSV
CUTA
CUTC
CWC27
CWF19L2
CYB5B
CYB5R2
CYC1
DCP1A
DCP1B
DCTN6
DCUN1D1
DCUN1D5
DDAH1
DDX39A
DDX3X
DDX59
DEFA3
DENND3
DFFB
DFNA5
DGKQ
DGUOK
DHFR
DHRS3
DHRSX
DHX30
DIABLO
DLD
DMXL1
DNAJB11
DNAJC2
DNAJC9
DNAL1
DNM2
DNTTIP2
DPH6
DPP8
DPP9
DSC3
DSTN
DTNB
DTWD2
DUS3L
DUSP11
DUSP12
DUSP23
DUSP3
DYNC1I2
EARS2
ECHDC1
EDC3
EDIL3
EFEMP1
EFEMP2
EGLN1
EHBP1L1
EHMT2
EIF1AX
EIF2B3
EIF2S3
EIF3CL
EIF4E
ELMO2
ELOF1
ELP3
ELP4
EMC1
EMC2
EMILIN2
EMSY
ENDOD1
ENPP4
ENTPD5
ENY2
EPB41L1
EPC1
EPCAM
EPHX2
EPS8
EPSTI1
ERAP2
ERBB2
ERC1
ERCC2
ETV3
EXOC6
EXOSC5
EXOSC7
F13B
F5
F8A1
F9
FAF1
FAM107B
FAM118B
FAM134A
FAM136A
FAM160A2
FAM162A
FAM172A
FAM63A
FAP
FARP1
FBRS
FBXO18
FBXO22
FBXO30
FBXW11
FCHSD1
FDX1L
FERMT2
FEZ2
FGD4
FGD5
FGFR2
FHIT
FKBP1A
FKBP2
FLCN
FLT4
FMN1
FN1
FNIP1
FOXK2
FPGT
FRG1
FRZB
FUBP1
FUNDC2
FUT11
FYCO1
GABPA
GALK1
GALK2
GALNT2
GANAB
GAS7
GATM
GBE1
GCA
GCC1
GDAP1
GFRA1
GGA2
GID8
GIGYF2
GIMAP6
GINS4
GLA
GLG1
GLS
GLT8D1
GM2A
GMPPB
GNA11
GNA13
GNAI3
GNAS
GNG10
GNG2
GNPTG
GOLGA2
GOLGA5
GOLGA7
GOLPH3
GOPC
GOSR2
GPC4
GPCPD1
GPD1
GPX1
GRAMD1A
GREM1
GSKIP
GSTM2
GTF2E2
GTF3C1
GTF3C3
GTPBP10
GTPBP3
GUK1
GZMA
HAAO
HARS
HAT1
HAUS2
HAUS6
HDAC5
HDDC2
HEATR5B
HERC1
HERC2
HINT1
HK1
HK3
HLTF
HMG20B
HMGA1
HMGB2
HNRNPH3
HNRNPR
HSD17B4
HSDL1
HSH2D
HSP90AA1
HSPA14
HSPA1A
HSPA9
HSPE1
IBTK
ICE1
IDNK
IFI35
IFITM1
IFT20
IGF1R
IL18
IL1RN
IL6ST
ILF3
IMPA1
INCENP
INPP4B
INPP5K
INTS10
INTS3
IQSEC2
IRF2BPL
IRF3
ISG15
ISG20L2
ITIH2
ITPA
JUP
KANK2
KANSL3
KAT6B
KBTBD4
KCTD18
KDELC2
KDM2B
KDM3A
KDM6A
KIAA0319L
KIAA0368
KIAA0907
KIAA1524
KIF13B
KIF1BP
KIF22
LAGE3
LAMA2
LARS
LBH
LDHB
LDHD
LEMD2
LEO1
LGALS8
LIG3
LIPA
LLGL2
LMAN2
LMAN2L
LPCAT1
LPXN
LRBA
LRIG1
LSM6
LSM7
LSS
LTA4H
LTV1
LYPLA1
LZTFL1
LZTS1
MAF1
MAMDC2
MAN2A1
MAN2B1
MAP1LC3A
MAP2K2
MAP2K3
MAP7D1
MAPK3
MAPK8IP3
MAPKAPK3
MARCKSL1
MARS2
MAZ
MB21D1
MBLAC2
MCCC2
MCF2L
ME2
MED12
MED16
MED21
MED22
MFAP1
MGMT
MGST3
MIA3
MKRN1
MLEC
MLXIP
MMP1
MOCS3
MOGS
MON1B
MORC2
MPI
MRI1
MRM1
MRPL12
MRPL17
MRPL3
MRPL37
MRPL48
MRPL50
MRPS12
MRPS25
MRPS27
MRPS30
MRRF
MSRB3
MT1F
MTA3
MTG1
MTG2
MTHFR
MTSS1L
MTURN
MTX1
MUT
MYL6
MYL6B
MYLK2
N4BP2
NAA30
NADK
NAP1L5
NARFL
NARS
NCAPH
NCF2
NCK2
NCKIPSD
NCOR1
NDC80
NDUFA10
NDUFA11
NDUFA4
NDUFA6
NDUFA7
NDUFAF2
NDUFB4
NDUFS2
NDUFS3
NEB
NEK1
NEU1
NEURL4
NFIA
NHSL2
NIPSNAP3A
NKRF
NLRP2
NMNAT1
NMNAT3
NNMT
NOB1
NOL11
NONO
NOP10
NOP58
NR2C2
NRGN
NSA2
NT5DC1
NUB1
NUBP2
NUDCD1
NUDCD2
NUDT16L1
NUDT5
NUF2
NUTF2
OAS2
OAS3
OASL
OAT
OGFR
OGFRL1
OGT
OLFM4
OS9
OTUD4
OTUD6B
OXA1L
P2RX4
P4HA1
P4HTM
PAFAH1B1
PALM
PANK4
PARVG
PAWR
PBDC1
PBLD
PBXIP1
PCBP1
PCIF1
PCM1
PCNT
PDAP1
PDCD2L
PDE4D
PDIA3
PDIA5
PDZD11
PDZK1
PEA15
PECR
PFKFB3
PFKP
PFN1
PGAM1
PGGT1B
PGK1
PGM1
PGM2
PGM2L1
PGR
PHC3
PHF2
PHF20L1
PHKG2
PICALM
PIGS
PIK3CA
PITPNC1
PLA2G16
PLA2G4A
PLAA
PLAT
PLAUR
PLD4
PLEKHA7
PLEKHG1
PLOD3
PNKP
PODN
POF1B
POGLUT1
POLR2C
POLR2G
PON3
POP4
PPA2
PPIB
PPIC
PPIH
PPIL2
PPIP5K1
PPIP5K2
PPP1R12A
PPP2R2A
PPP4R3A
PPP6C
PRKAB2
PRKRIP1
PRMT5
PRPF18
PRPF38B
PRPF6
PRPSAP2
PRR12
PSMA2
PSMB6
PSMC4
PSMC6
PSMD9
PSME3
PTGES
PTPRC
PTPRM
PTRH2
PURG
PUS1
PUS10
PXK
QPCTL
QSOX1
RAB11FIP5
RAB12
RAB20
RAB21
RAB27A
RAB31
RAB3GAP1
RAB3IL1
RAB6A
RABGEF1
RABL2B
RABL3
RANBP3
RAP1GAP
RAPGEF6
RASIP1
RASSF1
RAVER2
RB1CC1
RBCK1
RBM12
RBM38
RBM47
RBM5
RBM7
RBP1
RBPJ
RCC1
RCOR1
RCOR3
REEP6
REXO4
RFWD2
RHBDF2
RLIM
RNASE1
RNASEH2C
RNF126
RNF146
RNF41
ROCK2
ROGDI
RP9
RPL11
RPL18
RPL36
RPL7A
RPRD1A
RPS10
RPS20
RPS27A
RPS28
RPS3
RPS3A
RPS4X
RPS6KA4
RPS6KC1
RPS9
RRM2B
RRP1
RRP8
RTN1
RTN3
RXRB
S100A7
SAP130
SASS6
SBDS
SCPEP1
SCRN1
SCYL3
SDCBP
SDF2L1
SEC23B
SELENBP1
SELM
SEMA4C
SEP15
SEPHS1
SEPN1
SEPT2
SERAC1
SERPINA3
SERPINA5
SERPINA7
SERPINB5
SETD7
SF3A3
SF3B1
SFRP4
SFXN5
SGPL1
SGSH
SHMT1
SIAE
SIGIRR
SIPA1L1
SIRPA
SKP1
SLC25A1
SLC25A19
SLC25A3
SLC25A5
SLC30A9
SLC3A2
SLC4A1
SLC4A7
SLC9A1
SLC9A3R1
SLC9A3R2
SLFN11
SMC1B
SMC6
SMN1
SNAPC4
SNF8
SNRPA
SNRPA1
SNRPD3
SNRPE
SNRPG
SNTB1
SNX16
SNX18
SNX27
SOGA1
SORBS1
SORBS3
SP2
SPATA20
SPATS2
SPDL1
SPG11
SPG7
SPIN1
SPON1
SPTY2D1
SRCAP
SRGAP1
SRP68
SRPK1
SRPX2
SRSF8
ST14
STAM
STARD13
STAT5B
STAT6
STBD1
STK11IP
STK3
STRADA
SULF1
SUMF1
SUPT16H
SYTL4
TAB1
TACC2
TAF12
TAX1BP1
TBC1D10B
TBC1D13
TBC1D23
TBC1D8
TBCK
TBL3
TBP
TCIRG1
TEAD3
TFAP4
TFF1
TFRC
TGFB1I1
TGFBI
TGIF1
THAP11
THAP12
THEM6
THRAP3
TIMM23
TINAGL1
TMCC1
TMCO1
TMED3
TMEM238
TMEM245
TMEM263
TMPO
TNFAIP2
TNKS1BP1
TNPO2
TNS1
TOMM34
TOMM5
TONSL
TOP2B
TP53BP1
TP53I11
TPD52
TPP2
TPRG1L
TPRKB
TPRN
TPSB2
TRADD
TRAF1
TRAPPC10
TRIM2
TRIM25
TRIM4
TRMT10A
TRMT2A
TRPT1
TRRAP
TSC22D4
TSR2
TSR3
TSTD1
TTC19
TTC33
TTC39B
TTF2
TTLL12
TTPAL
TUBAL3
TUBB4B
TXNDC17
TXNDC5
TXNIP
UAP1
UBA6
UBAP2L
UBE2Q1
UBE2S
UBLCP1
UBQLN1
UBQLN2
ULK3
UMAD1
UNC119
UNC13D
UNC45A
UPF2
UPF3B
UPRT
USF1
USP11
USP48
USP8
UTRN
UXT
VAC14
VAMP7
VAV2
VCAM1
VMAC
VPS18
VPS33B
VPS35
VPS37A
VPS45
VPS51
VPS54
VPS72
VWF
WAPL
WARS
WASH1
WBP4
WDR48
WDR53
WDR91
WDR92
WRAP53
XPNPEP1
YEATS4
YIPF3
YIPF6
YLPM1
YTHDF2
YTHDF3
YWHAG
ZADH2
ZBTB11
ZBTB7B
ZC3HAV1
ZFC3H1
ZMAT2
ZNF207
ZNF8
ZNRF2
ZSWIM8
ABCB8
ABCD3
ABCE1
ABCF2
ABHD10
ABHD12
ABHD14B
ABHD5
ABI2
ABLIM1
ABLIM2
ACAD8
ACAD9
ACAN
ACAP2
ACAT1
ACBD6
ACSL3
ACSS2
ACTG1
ACTR10
ACTR1A
ACTR2
ACY1
ADA
ADAMTS4
ADARB1
ADAT1
ADD3
ADH1B
ADH5
ADK
ADO
ADPRHL2
ADSSL1
AFAP1
AGA
AGAP1
AGGF1
AGL
AGO2
AGR3
AGT
AGTPBP1
AGTRAP
AHCYL1
AHSP
AIF1L
AIFM2
AIP
AK6
AKAP11
AKAP17A
AKAP5
AKAP8
AKNA
AKR1B1
AKR1B10
AKR1B15
AKR1C1
AKR1C3
AKR7A2
AKT3
ALDH18A1
ALDH1A2
ALDH1L1
ALDH5A1
ALDH6A1
ALG2
ALKBH3
ALKBH7
AMPD3
ANAPC4
ANAPC7
ANK1
ANKFY1
ANKK1
ANKLE2
ANKMY2
ANKRD13D
ANKRD16
ANKRD22
ANP32A
ANXA2
ANXA5
ANXA6
ANXA9
AP1G1
AP1M1
AP2A1
AP2M1
AP3B1
AP3D1
APAF1
APOA4
APOBEC3F
APOBR
APOD
APOO
APOOL
APP
APPL2
ARFGEF2
ARHGAP17
ARHGAP18
ARHGAP24
ARHGAP32
ARHGAP35
ARHGAP45
ARHGAP5
ARHGDIB
ARHGEF10
ARHGEF16
ARHGEF5
ARID1B
ARID2
ARIH1
ARL14EP
ARL2BP
ARL8A
ARPC1B
ASAP2
ASCC3
ASPH
ASPSCR1
ASS1
ATAD2B
ATAT1
ATG12
ATG14
ATG2A
ATG2B
ATG4C
ATG5
ATL1
ATP1A1
ATP2B4
ATP5A1
ATP5D
ATP5F1
ATP5L
ATP5S
ATP6AP1
ATP6AP2
ATP6V1E1
ATP6V1F
ATP6V1G2
ATP8B1
ATPAF2
ATRX
B3GAT3
B3GNT2
B4GALT1
BABAM1
BACH1
BAG2
BANF1
BAX
BAZ1A
BAZ2A
BBS4
BCAS2
BCAS3
BCAT2
BCHE
BCKDHB
BCKDK
BCL9L
BCR
BET1L
BHLHE40
BICD2
BIN2
BIRC2
BLVRB
BMP2K
BNIP1
BNIP2
BOLA3
BORCS5
BORCS6
BPGM
BPNT1
BRAF
BRAT1
BRCC3
BRD1
BRD2
BRD7
BRD9
BRMS1
BRPF3
BSPRY
BST2
BTBD10
BTN3A3
BZW2
C11orf31
C11orf58
C12orf29
C14orf2
C15orf38-AP3S2
C16orf58
C16orf62
C17orf62
C18orf21
C18orf25
C18orf32
C19orf52
C19orf66
C19orf70
C1orf174
C1QTNF3
C1QTNF5
C20orf27
C3
C4B_2
C8G
C8orf33
C8orf37
C9orf142
CA2
CACYBP
CADM1
CALB2
CALML5
CAMKMT
CANX
CARD19
CASK
CASKIN2
CASP3
CBFB
CBWD2
CBX3
CBX8
CC2D1B
CCAR1
CCDC102A
CCDC115
CCDC130
CCDC168
CCDC25
CCDC28A
CCDC43
CCDC53
CCDC61
CCDC86
CCDC91
CCL14
CCL21
CCM2
CCNB1
CCNDBP1
CCNL1
CCNL2
CCS
CCT6A
CCZ1
CD151
CD248
CD276
CD34
CD48
CD81
CDC40
CDC42BPG
CDC42EP3
CDH11
CDK17
CDK5RAP2
CDK9
CDKN2A
CDKN2AIPNL
CDKN2B
CDKN2C
CDS2
CECR5
CENPF
CEP131
CEP57
CERS2
CERS4
CES2
CFHR3
CFHR4
CFL1
CGN
CHAD
CHCHD3
CHCHD5
CHD2
CHD6
CHERP
CHGB
CHMP1A
CHMP4A
CHMP5
CHMP7
CHORDC1
CHP1
CHTF18
CHTF8
CINP
CIR1
CIZ1
CKAP2
CKAP4
CLDN3
CLIC1
CLIC6
CLINT1
CLK3
CLN5
CLPTM1
CLSTN1
CLTB
CMBL
CMPK2
CMSS1
CNOT11
CNOT3
CNPY3
CNTRL
COA4
COBL
COBLL1
COIL
COL11A1
COL12A1
COL14A1
COL4A3BP
COL5A3
COL6A3
COL8A1
COLEC12
COMMD1
COMMD7
COPB2
COPS6
COPZ2
COQ6
COQ9
CORO1B
CORO2A
COX17
COX5A
COX6C
CPN2
CPNE2
CPNE8
CPQ
CPSF2
CPSF4
CPSF7
CPVL
CPXM2
CRELD1
CRELD2
CRTAC1
CRYZL1
CS
CSF1R
CSNK1E
CSNK2B
CSPG4
CSRP3
CST3
CTCF
CTCFL
CTNNA1
CTNNB1
CTNND2
CTPS1
CTSC
CTSK
CTSZ
CTU2
CUL1
CUL2
CUL4A
CXorf56
CYB5R3
CYP4X1
DAGLB
DAP3
DAPK2
DBN1
DBNL
DCAF1
DCAF13
DCAKD
DCHS1
DCLK1
DCTN1
DDAH2
DDB1
DDB2
DDOST
DDR1
DDX19B
DDX21
DDX28
DDX31
DDX47
DDX49
DDX50
DDX51
DDX52
DDX60L
DECR2
DENND1A
DENND1B
DENND4A
DERA
DERL1
DES
DESI1
DGKH
DHCR24
DHODH
DHRS1
DHX15
DHX33
DHX34
DHX35
DHX37
DIDO1
DIP2A
DIS3
DLAT
DLG3
DNA2
DNAAF5
DNAJA3
DNAJA4
DNAJB1
DNAJB6
DNAJC1
DNAJC8
DNMT3A
DOCK5
DOCK7
DPCD
DPP4
DPT
DPY30
DPYSL2
DPYSL3
DPYSL4
DR1
DRG1
DSN1
DTNA
DTX3L
DUS2
DYNC1LI1
EAF1
ECHS1
ECM2
ECSIT
ECT2
EDEM3
EDF1
EEF1A2
EEF1G
EHD4
EIF1
EIF1B
EIF2AK2
EIF2AK4
EIF3C
EIF3F
EIF3K
EIF4E3
EIF4EBP2
EIF4G1
EIF4H
ELL
ELMO1
ELN
ELP2
ELP5
EMC4
EML1
EML4
ENGASE
ENPEP
ENPP2
EP400
EPB41L5
EPC2
EPN3
EPRS
ERAL1
ERCC6L
ERF
ERGIC1
ERLEC1
ERLIN2
ERMP1
ERO1A
ERP44
